dataset,input_dim,replicate,width,level_type,threshold,optimization_proxy,eligible_models,pair_index,model_left,model_right,endpoint_left,endpoint_right,sampled_path_max,certified_path_upper,certificate_width,sampled_gap,certified_gap_upper,direct_sampled_max,direct_certified_upper,direct_certificate_width,direct_certified_gap_upper,proof_node_max,proof_certified_upper,proof_certificate_width,proof_certified_gap_upper,proof_path_nodes,proof_bridge_width,proof_reference_objective,certified_below_level,unresolved_segments,trained_midpoints,path_nodes
ridge_teacher_binary,1,1,64,fixed,0.5961500282892952,0.5961500197619644,8,2,3,2,0.5961500256572932,0.5961500198766501,0.5961566627028393,0.5961734235827085,1.6760879869237577e-05,6.634413544093221e-06,2.3395293413330798e-05,0.6139024710676554,0.6176513388281745,0.003748867760519081,0.02150131053887927,0.5961500256572932,0.5961500256572932,0.0,0.0,147,4,0.596150019925957,False,128,11,129
ridge_teacher_binary,1,1,64,moving,0.5978828927430196,0.5961500197619644,8,0,6,0,0.5961500197721575,0.5961500242093065,0.597842770903633,0.5978868315315434,4.406062791040277e-05,0.0,3.938788523782932e-06,0.6240545968723015,0.6286237982432549,0.004569201370953402,0.030740905500235227,0.5961500242093067,0.5961500242093067,0.0,0.0,153,2,0.5961500218374359,True,0,5,26
ridge_teacher_binary,1,1,64,moving,0.5978828927430196,0.5961500197619644,8,1,5,1,0.5961500222034649,0.5961500197631725,0.5978706183328515,0.597895939292349,2.5320959497476814e-05,0.0,1.3046549329320811e-05,0.6196969571048598,0.6238928704707254,0.004195913365865556,0.026009977727705746,0.5961500222034649,0.5961500222034649,0.0,0.0,162,2,0.5961500218374359,False,2,4,27
ridge_teacher_binary,1,1,64,moving,0.5978828927430196,0.5961500197619644,8,2,4,2,0.5961500214139908,0.5961500198766501,0.5978605730071405,0.5978858312687935,2.5258261653005043e-05,0.0,2.9385257738212545e-06,0.6193039772866316,0.6231999393026179,0.0038959620159862984,0.02531704655959821,0.5961500214139908,0.5961500214139908,0.0,0.0,153,4,0.596150019925957,True,0,7,35
ridge_teacher_binary,1,1,128,fixed,0.5961500282892952,0.5961500197619644,8,0,1,6,0.5961500232883362,0.596150026796317,0.5961583945529649,0.5961802643608453,2.1869807880325887e-05,8.366263669734586e-06,3.0236071550060473e-05,0.6273801061459678,0.6324462427206833,0.005066136574715441,0.036296214431388085,0.596150026796317,0.596150026796317,0.0,0.0,219,4,0.596150019925957,False,128,15,129
ridge_teacher_binary,1,1,128,fixed,0.5961500282892952,0.5961500197619644,8,1,7,2,0.5961500198410328,0.5961500197774838,0.5961572208744252,0.5961846037159225,2.7382841497280985e-05,7.192585130044726e-06,3.457542662732571e-05,0.6280699490877837,0.6326552660872853,0.0045853169995015985,0.03650523779799009,0.596150019925957,0.596150019925957,0.0,0.0,237,4,0.596150019925957,False,128,14,129
ridge_teacher_binary,1,1,128,fixed,0.5961500282892952,0.5961500197619644,8,2,4,5,0.5961500249532721,0.5961500199425774,0.5961568856874886,0.5961830679193012,2.6182231812610368e-05,6.8573981933939265e-06,3.3039630006004295e-05,0.6287528994916803,0.6335608806860508,0.004807981194370425,0.03741085239675557,0.5961500249532721,0.5961500249532721,0.0,0.0,216,4,0.596150019925957,False,128,15,129
ridge_teacher_binary,1,1,128,moving,0.597375345967672,0.5961500197619644,8,0,6,7,0.596150026796317,0.5961500198410328,0.5973338090039375,0.597378379507035,4.4570503097474123e-05,0.0,3.03353936303985e-06,0.6230159056065491,0.6276546852631741,0.004638779656625069,0.030279339295502194,0.596150026796317,0.596150026796317,0.0,0.0,240,2,0.5961500218374359,True,0,5,31
ridge_teacher_binary,1,1,128,moving,0.597375345967672,0.5961500197619644,8,1,5,4,0.5961500199425774,0.5961500249532721,0.5973711454772043,0.5973931052389219,2.195976171759373e-05,0.0,1.7759271249917497e-05,0.6287528994916803,0.6335608806860508,0.004807981194370425,0.03618553471837882,0.5961500249532721,0.5961500249532721,0.0,0.0,216,2,0.5961500218374359,False,10,7,45
ridge_teacher_binary,1,1,128,moving,0.597375345967672,0.5961500197619644,8,2,2,1,0.5961500197774838,0.5961500232883362,0.5973717882901397,0.5973933350932428,2.1546803103067447e-05,0.0,1.7989125570827547e-05,0.6177567395159247,0.6217940888026364,0.004037349286711733,0.02441874283496448,0.5961500232883362,0.5961500232883362,0.0,0.0,216,2,0.5961500218374359,False,2,6,37
ridge_teacher_binary,1,2,8,fixed,0.5961500282892952,0.5961500197619644,7,0,0,2,0.5961500203009042,0.5961500262137633,0.5961583137315527,0.5961796505135559,2.1336782003222865e-05,8.28544225750516e-06,2.9622224260728025e-05,0.6264274550491533,0.6293654422590939,0.00293798720994054,0.03321541396979866,0.6745728689355027,0.6745728689355027,0.0,0.07842284064620753,11,4,0.596150019925957,False,104,15,114
