dataset,input_dim,replicate,width,models,objective_min,objective_median,objective_q90,active_support_median,l1_norm_median,max_first_layer_norm
ridge_teacher_binary,1,0,8,8,0.596150019921962,0.5961500238810578,0.5961500284608728,7.5,3.2676489651203156,1.0
ridge_teacher_binary,1,0,16,8,0.596150019835984,0.5961500220818693,0.5961500266469413,11.5,3.2674611788243055,1.0
ridge_teacher_binary,1,0,32,8,0.5961500197637692,0.5961500239344408,0.5961500255984189,18.5,3.268041366711259,1.0
ridge_teacher_binary,1,0,64,8,0.5961500197808037,0.5961500201141219,0.5961500235168684,25.5,3.2676798785105348,1.0
ridge_teacher_binary,1,0,128,8,0.5961500197744718,0.5961500207815267,0.5961500235265448,34.5,3.267685458995402,1.0
ridge_teacher_binary,1,1,8,8,0.5961500197652175,0.596150020912685,0.5961500276773558,8.0,3.267861507833004,1.0
ridge_teacher_binary,1,1,16,8,0.5961500198143873,0.5961500210969053,0.596150021972346,11.5,3.26767136156559,1.0
ridge_teacher_binary,1,1,32,8,0.5961500197678375,0.5961500217842157,0.5961500290972539,16.5,3.267536234110594,1.0
ridge_teacher_binary,1,1,64,8,0.5961500197631725,0.5961500218087279,0.5961500246437025,24.5,3.2677147425711155,1.0
ridge_teacher_binary,1,1,128,8,0.5961500197774838,0.5961500226150336,0.5961500255061856,34.5,3.267743438947946,1.0
ridge_teacher_binary,1,2,8,8,0.5961500198639406,0.5961500213693285,0.6110889400058584,7.0,3.2675391286611557,1.0
ridge_teacher_binary,1,2,16,8,0.5961500197814744,0.5961500214217228,0.5961500276672725,10.5,3.267716510221362,1.0
ridge_teacher_binary,1,2,32,8,0.5961500198906325,0.596150021634849,0.5961500316619137,17.5,3.267268296331167,1.0
ridge_teacher_binary,1,2,64,8,0.5961500198180593,0.5961500214942506,0.5961500329712138,24.5,3.267613936215639,1.0
ridge_teacher_binary,1,2,128,8,0.5961500197813906,0.596150019896016,0.5961500212215997,35.0,3.267599093262106,1.0
ridge_teacher_binary,1,3,8,8,0.5961500197619644,0.5961500222405833,0.59615002461284,7.0,3.267730610445142,1.0
ridge_teacher_binary,1,3,16,8,0.5961500197651788,0.5961500203756619,0.5961500313642832,11.5,3.2676565311849117,1.0
ridge_teacher_binary,1,3,32,8,0.5961500197647565,0.5961500200372183,0.596150027993818,18.0,3.2676234617829323,1.0
ridge_teacher_binary,1,3,64,8,0.5961500197757024,0.5961500207834269,0.5961500233467784,25.0,3.2675784807652235,1.0
ridge_teacher_binary,1,3,128,8,0.5961500197655265,0.5961500203108692,0.5961500276386765,35.0,3.2675846421625465,1.0
ridge_teacher_binary,1,4,8,8,0.5961500197722931,0.5961500237643111,0.5961500376438545,7.0,3.2674417048692703,1.0
ridge_teacher_binary,1,4,16,8,0.5961500206341658,0.59615002217341,0.5961500298103241,11.5,3.267372727394104,1.0
ridge_teacher_binary,1,4,32,8,0.5961500198026836,0.5961500206182314,0.5961500224458635,18.0,3.2674152180552483,1.0
ridge_teacher_binary,1,4,64,8,0.5961500197654678,0.5961500223803611,0.5961500428029655,25.0,3.267495694104582,1.0
ridge_teacher_binary,1,4,128,8,0.5961500197762759,0.5961500204705646,0.5961500249485703,35.0,3.2675934052094817,1.0
ridge_teacher_binary,1,5,8,8,0.5961500197675186,0.5961500241092326,0.5961500288192244,8.0,3.267654513940215,1.0
ridge_teacher_binary,1,5,16,8,0.5961500198399242,0.5961500227245871,0.5961500250382412,11.5,3.267596811056137,1.0
ridge_teacher_binary,1,5,32,8,0.5961500197657758,0.5961500208090289,0.5961500294263579,17.5,3.267682507634163,1.0
ridge_teacher_binary,1,5,64,8,0.5961500198963995,0.5961500210874093,0.5961500285177829,25.5,3.267655628733337,1.0
ridge_teacher_binary,1,5,128,8,0.5961500198596321,0.5961500215701392,0.5961500396736867,32.5,3.267563252709806,1.0
