dataset,input_dim,replicate,width,level_type,threshold,optimization_proxy,eligible_models,pair_index,model_left,model_right,endpoint_left,endpoint_right,sampled_path_max,certified_path_upper,certificate_width,sampled_gap,certified_gap_upper,direct_sampled_max,direct_certified_upper,direct_certificate_width,direct_certified_gap_upper,proof_node_max,proof_certified_upper,proof_certificate_width,proof_certified_gap_upper,proof_path_nodes,proof_bridge_width,proof_reference_objective,certified_below_level,unresolved_segments,trained_midpoints,path_nodes
ridge_teacher,2,0,8,fixed,0.023693342832906743,0.023544170180673986,8,0,6,0,0.023550186049055493,0.02354867797188532,0.02370125364610779,0.023707234915650594,5.981269542803397e-06,7.910813201048028e-06,1.3892082743851425e-05,0.08565116418761418,0.08663722839701267,0.0009860642093984934,0.06294388556410593,0.14685812541710216,0.14685812541710216,0.0,0.12316478258419541,11,4,0.023635961278580517,False,9,19,80
ridge_teacher,2,0,8,fixed,0.023693342832906743,0.023544170180673986,8,1,7,1,0.023634385201405202,0.023584224275699218,0.023703023025328517,0.02370733860440034,4.315579071823006e-06,9.680192421774453e-06,1.3995771493597459e-05,0.08371203207884316,0.08475608174800342,0.0010440496691602602,0.06106273891509668,0.1638690974415391,0.1638690974415391,0.0,0.14017575460863235,11,4,0.023635961278580517,False,8,24,84
ridge_teacher,2,0,8,fixed,0.023693342832906743,0.023544170180673986,8,2,2,5,0.023638445230002816,0.023569183689822814,0.13066121970025685,0.1321451098607346,0.0014838901604777577,0.1069678768673501,0.10845176702782786,0.13066121970025685,0.1321451098607346,0.0014838901604777577,0.10845176702782786,0.16381224738727454,0.16381224738727454,0.0,0.1401189045543678,11,4,0.023635961278580517,False,1,0,2
ridge_teacher,2,0,8,moving,0.024678834633991516,0.023544170180673986,8,0,6,5,0.023550186049055493,0.023569183689822814,0.024684015158419635,0.024688899916739317,4.8847583196814925e-06,5.1805244281194485e-06,1.0065282747800941e-05,0.07977467675809952,0.08076079850750924,0.0009861217494097213,0.05608196387351772,0.14685704878768327,0.14685704878768327,0.0,0.12217821415369176,11,2,0.03785414326272296,False,1,13,42
ridge_teacher,2,0,8,moving,0.024678834633991516,0.023544170180673986,8,1,0,4,0.02354867797188532,0.023640675804019733,0.024652148942744714,0.02468619395325948,3.404501051476605e-05,0.0,7.359319267964681e-06,0.060925168381864465,0.06164949739743456,0.0007243290155700965,0.036970662763443046,0.14948632315871677,0.14948632315871677,0.0,0.12480748852472526,11,2,0.03785414326272296,True,0,8,12
ridge_teacher,2,0,8,moving,0.024678834633991516,0.023544170180673986,8,2,2,1,0.023638445230002816,0.023584224275699218,0.02468779315533655,0.024694613741828214,6.8205864916653924e-06,8.958521345033e-06,1.577910783669839e-05,0.0959291804766215,0.09712662527846352,0.0011974448018420292,0.07244779064447202,0.16381224738727454,0.16381224738727454,0.0,0.13913341275328303,11,2,0.03785414326272296,False,5,18,44
ridge_teacher,2,0,16,fixed,0.023693342832906743,0.023544170180673986,8,0,0,3,0.023582857905345447,0.02356120992230109,0.02369983707493625,0.02370723490674064,7.397831804391991e-06,6.494242029506797e-06,1.3892073833898788e-05,0.10890132008619527,0.11040346483815533,0.0015021447519600606,0.08671012200524858,0.02761342509040524,0.02761342509040524,0.0,0.0039200822574984966,41,4,0.023635961278580517,False,10,26,82
ridge_teacher,2,0,16,fixed,0.023693342832906743,0.023544170180673986,8,1,1,7,0.023549269926811944,0.023547162186307,0.023703075478358183,0.023707847504426994,4.772026068810414e-06,9.732645451440702e-06,1.4504671520251117e-05,0.0729345274318358,0.07394478862037522,0.0010102611885394186,0.05025144578746848,0.02372238557376,0.02372238557376,0.0,2.904274085325717e-05,53,4,0.023635961278580517,False,9,18,69
ridge_teacher,2,0,16,fixed,0.023693342832906743,0.023544170180673986,8,2,5,4,0.023592411298174666,0.02355917159357432,0.023700733618281747,0.023703532024569016,2.7984062872694893e-06,7.390785375004094e-06,1.0189191662273583e-05,0.0699578890814924,0.07096512406769047,0.0010072349861980634,0.047271781234783726,0.026540352543082325,0.026540352543082325,0.0,0.0028470097101755826,44,4,0.023635961278580517,False,3,19,76
ridge_teacher,2,0,16,moving,0.02426994349156344,0.023544170180673986,8,0,3,2,0.02356120992230109,0.023549559199851126,0.02426770021489723,0.024276616631973582,8.916417076350325e-06,0.0,6.6731404101405545e-06,0.0698558528404008,0.07088272977995808,0.0010268769395572752,0.04661278628839463,0.02761342509040524,0.02761342509040524,0.0,0.003343481598841798,47,4,0.023635961278580517,True,0,11,23
ridge_teacher,2,0,16,moving,0.02426994349156344,0.023544170180673986,8,1,4,1,0.02355917159357432,0.023549269926811944,0.024276231259829494,0.024282012127979962,5.780868150468549e-06,6.287768266052124e-06,1.2068636416520673e-05,0.06343137695167807,0.06443266170076895,0.0010012847490908777,0.0401627182092055,0.026540352543082325,0.026540352543082325,0.0,0.002270409051518884,50,4,0.023635961278580517,False,3,11,39
