dataset,input_dim,replicate,width,models,objective_min,objective_median,objective_q90,active_support_median,l1_norm_median,max_first_layer_norm
ridge_teacher,2,0,8,8,0.02354655724495296,0.023576703982761016,0.02363911440220789,8.0,3.711191013455391,1.0
ridge_teacher,2,0,16,8,0.023547162186307,0.023560190757937704,0.02358572392319421,13.0,3.7151923701167107,1.0
ridge_teacher,2,0,32,8,0.023549164219229018,0.023552130503219477,0.023579502609216266,19.5,3.7213607355952263,1.0
ridge_teacher,2,0,64,8,0.023549509516117742,0.023554486726314737,0.02355934780843774,26.0,3.7177810026332736,1.0
ridge_teacher,2,0,128,8,0.023548118398134497,0.023552048535063517,0.023555112761688892,35.0,3.7176475962623954,1.0
ridge_teacher,2,1,8,8,0.02355114649778281,0.023639889599170592,0.023694085778765934,8.0,3.7000196799635887,1.0000000000000002
ridge_teacher,2,1,16,8,0.023548671061334372,0.023559264690106864,0.023598256183418084,13.0,3.720495417714119,1.0000000000000002
ridge_teacher,2,1,32,8,0.023545866557493106,0.02354995849776434,0.023556161991298105,18.0,3.7203460768796504,1.0
ridge_teacher,2,1,64,8,0.02354721242929545,0.0235515874242496,0.02355760453967404,26.5,3.71735000051558,1.0000000000000002
ridge_teacher,2,1,128,8,0.023547004096110248,0.023552754893205137,0.023556391249040413,37.0,3.7164716680999845,1.0
ridge_teacher,2,2,8,8,0.023548353767375067,0.02359545383045334,0.023658903286000985,7.5,3.7034672275185585,1.0
ridge_teacher,2,2,16,8,0.023545903316808267,0.023548150084298843,0.02356413849068249,12.0,3.7166543528437614,1.0
ridge_teacher,2,2,32,8,0.02355040111529272,0.023556065397891304,0.023589835302847077,19.5,3.7175432993099093,1.0
ridge_teacher,2,2,64,8,0.023547119558423292,0.023554225053949024,0.023559159363429553,25.5,3.7186098261736333,1.0
ridge_teacher,2,2,128,8,0.023544801346699944,0.023551683003343926,0.02355283490106353,34.0,3.720087154302746,1.0000000000000002
ridge_teacher,2,3,8,8,0.023545361610981225,0.023596501367460804,0.027941486603891,8.0,3.7074308954179287,1.0
ridge_teacher,2,3,16,8,0.02354811973057733,0.02355324286811767,0.02360457857075601,12.0,3.7188216745853424,1.0000000000000002
ridge_teacher,2,3,32,8,0.0235442605877206,0.02354967205641168,0.023584533241070727,19.0,3.719071362167597,1.0
ridge_teacher,2,3,64,8,0.023547119974714606,0.023553178994862336,0.023554195437845094,27.0,3.7178320484235883,1.0
ridge_teacher,2,3,128,8,0.023548436238941928,0.023551260623405734,0.023554428434838175,36.5,3.717759027145803,1.0000000000000002
ridge_teacher,2,4,8,8,0.023545176347538773,0.023630606478329617,0.023704266251913512,8.0,3.682748906314373,1.0
ridge_teacher,2,4,16,8,0.023545682254033945,0.02355068906429173,0.023588098014035528,13.0,3.7219959311187267,1.0
ridge_teacher,2,4,32,8,0.02354687197051749,0.023551058583616315,0.023566252070445368,19.0,3.720527969300747,1.0000000000000002
ridge_teacher,2,4,64,8,0.02354911236081757,0.023553496463356256,0.023558742045583003,26.0,3.7170370598323643,1.0
ridge_teacher,2,4,128,8,0.02354864821508519,0.02355094357427029,0.02355292475510679,35.5,3.7178442124277353,1.0
ridge_teacher,2,5,8,8,0.023547597522085878,0.023565911204556457,0.02369135055626339,8.0,3.709753204137087,1.0000000000000002
ridge_teacher,2,5,16,8,0.02354715978334826,0.023550131990381504,0.02357335546516323,12.0,3.718765387311578,1.0000000000000002
ridge_teacher,2,5,32,8,0.02354815162763264,0.02355698038882108,0.023560748315566236,19.5,3.717214349191636,1.0000000000000002
ridge_teacher,2,5,64,8,0.023546498070782393,0.023551652149631223,0.02355469969153757,25.5,3.715259025339037,1.0
ridge_teacher,2,5,128,8,0.023548147484679656,0.02355414064238591,0.023557904469660284,37.0,3.718446183949709,1.0000000000000002
ridge_teacher,2,6,8,8,0.023547687371117763,0.02358485397388066,0.02370142479938725,8.0,3.7114640921354294,1.0
ridge_teacher,2,6,16,8,0.02355018713505374,0.02355826102671818,0.023575852765890942,13.0,3.7186438012868166,1.0
ridge_teacher,2,6,32,8,0.0235462501509193,0.02355148022534669,0.02355944357606043,18.5,3.7167017553001642,1.0
ridge_teacher,2,6,64,8,0.02354638537540991,0.023551598813614412,0.023562704533020947,25.0,3.717818752396852,1.0
ridge_teacher,2,6,128,8,0.02354980150207868,0.02355159830788167,0.02355610643896968,37.0,3.722200339194387,1.0000000000000002
ridge_teacher,2,7,8,8,0.023544170180673986,0.023614032647895737,0.02364030199127089,7.0,3.6991933658719063,1.0
ridge_teacher,2,7,16,8,0.023551440494998854,0.023567318942403957,0.023586745691215848,13.0,3.720169152133167,1.0
