input_dim,replicate,width,model_index,threshold,level_tolerance,original_objective,dense_objective,accepted_jitter,support_before,support_after,removed_support,cluster_size,cluster_diameter,compressed_objective,objective_increment,positive_increment,exact_diameter_bound,increment_to_bound,bound_respected
1,1,16,3,0.11745108935533907,1e-05,0.11745108780726111,0.11745108780726111,0.0,16,12,4,5,0.0,0.11745108780726111,0.0,0.0,0.0,0.0,True
1,1,16,4,0.11745108935533907,1e-05,0.11745108792153432,0.11745108792153432,0.0,16,12,4,5,0.0,0.11745108792153432,0.0,0.0,0.0,0.0,True
1,1,16,5,0.11745108935533907,1e-05,0.11745108768394368,0.11745108768394368,0.0,16,12,4,5,0.0,0.11745108768394368,0.0,0.0,0.0,0.0,True
1,1,16,6,0.11745108935533907,1e-05,0.11745108767208211,0.11745108767208211,0.0,16,12,4,5,0.0,0.11745108767208211,0.0,0.0,0.0,0.0,True
1,1,16,7,0.11745108935533907,1e-05,0.1174510876701453,0.1174510876701453,0.0,16,12,4,5,0.0,0.1174510876701453,0.0,0.0,0.0,0.0,True
1,1,32,0,0.11745108935533907,1e-05,0.11745108769428264,0.11745108769428264,0.0,32,28,4,5,0.0,0.11745108769428264,0.0,0.0,0.0,0.0,True
1,1,32,2,0.11745108935533907,1e-05,0.1174510876705502,0.1174510876705502,0.0,32,28,4,5,0.0,0.1174510876705502,0.0,0.0,0.0,0.0,True
1,1,32,3,0.11745108935533907,1e-05,0.11745108769217327,0.11745108769217327,0.0,32,28,4,5,0.0,0.11745108769217327,0.0,0.0,0.0,0.0,True
1,1,32,5,0.11745108935533907,1e-05,0.11745108893058122,0.11745108893058122,0.0,32,28,4,5,0.0,0.11745108893058122,0.0,0.0,0.0,0.0,True
1,1,32,6,0.11745108935533907,1e-05,0.11745108768644376,0.11745108768644377,0.0,32,28,4,5,0.0,0.11745108768644377,0.0,0.0,0.0,0.0,True
1,1,32,7,0.11745108935533907,1e-05,0.11745108793596072,0.11745108793596072,0.0,32,28,4,5,0.0,0.11745108793596072,0.0,0.0,0.0,0.0,True
1,1,64,1,0.11745108935533907,1e-05,0.11745108767269735,0.11745108767269735,0.0,64,60,4,5,0.0,0.11745108767269735,0.0,0.0,0.0,0.0,True
1,1,64,2,0.11745108935533907,1e-05,0.11745108787093307,0.11745108787093307,0.0,64,60,4,5,0.0,0.11745108787093307,0.0,0.0,0.0,0.0,True
1,1,64,3,0.11745108935533907,1e-05,0.11745108817117302,0.11745108817117302,0.0,64,60,4,5,0.0,0.11745108817117302,0.0,0.0,0.0,0.0,True
1,1,64,5,0.11745108935533907,1e-05,0.11745108830986568,0.11745108830986568,0.0,64,60,4,5,0.0,0.11745108830986568,0.0,0.0,0.0,0.0,True
1,1,64,6,0.11745108935533907,1e-05,0.11745108903662488,0.11745108903662488,0.0,64,60,4,5,0.0,0.11745108903662488,0.0,0.0,0.0,0.0,True
1,1,64,7,0.11745108935533907,1e-05,0.11745109151375258,0.11745109151375256,0.0,64,60,4,5,0.0,0.11745109151375258,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,1,128,1,0.11745108935533907,1e-05,0.11745108767927182,0.1174510876792718,0.0,128,124,4,5,0.0,0.1174510876792718,0.0,0.0,0.0,0.0,True
1,1,128,2,0.11745108935533907,1e-05,0.11745108779519754,0.11745108779519754,0.0,128,124,4,5,0.0,0.11745108779519754,0.0,0.0,0.0,0.0,True
1,1,128,4,0.11745108935533907,1e-05,0.11745108927414165,0.11745108927414165,0.0,128,124,4,5,0.0,0.11745108927414165,0.0,0.0,0.0,0.0,True
1,1,128,5,0.11745108935533907,1e-05,0.11745108770350311,0.11745108770350311,0.0,128,124,4,5,0.0,0.11745108770350311,0.0,0.0,0.0,0.0,True
1,1,128,6,0.11745108935533907,1e-05,0.11745108786419488,0.11745108786419488,0.0,128,124,4,5,0.0,0.11745108786419488,0.0,0.0,0.0,0.0,True
1,1,128,7,0.11745108935533907,1e-05,0.11745108769144022,0.1174510876914402,0.0,128,124,4,5,0.0,0.11745108769144022,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,2,16,0,0.11745108935533907,1e-05,0.11745108851642119,0.11745108851642119,0.0,16,12,4,5,0.0,0.11745108851642119,0.0,0.0,0.0,0.0,True
1,2,16,2,0.11745108935533907,1e-05,0.1174510885531987,0.1174510885531987,0.0,16,12,4,5,0.0,0.1174510885531987,0.0,0.0,0.0,0.0,True
1,2,16,3,0.11745108935533907,1e-05,0.1174510882402865,0.1174510882402865,0.0,16,12,4,5,0.0,0.1174510882402865,0.0,0.0,0.0,0.0,True
1,2,16,4,0.11745108935533907,1e-05,0.1174510879450498,0.1174510879450498,0.0,16,12,4,5,0.0,0.1174510879450498,0.0,0.0,0.0,0.0,True
1,2,16,6,0.11745108935533907,1e-05,0.1174510876648355,0.11745108766483552,0.0,16,12,4,5,0.0,0.11745108766483552,0.0,0.0,0.0,0.0,True
1,2,16,7,0.11745108935533907,1e-05,0.11745108766529583,0.11745108766529583,0.0,16,12,4,5,0.0,0.11745108766529583,0.0,0.0,0.0,0.0,True
1,2,32,0,0.11745108935533907,1e-05,0.11745108783255523,0.11745108783255523,0.0,32,28,4,5,0.0,0.11745108783255523,0.0,0.0,0.0,0.0,True
1,2,32,1,0.11745108935533907,1e-05,0.11745108775350828,0.11745108775350828,0.0,32,28,4,5,0.0,0.1174510877535083,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,2,32,4,0.11745108935533907,1e-05,0.11745108874109803,0.11745108874109803,0.0,32,28,4,5,0.0,0.11745108874109803,0.0,0.0,0.0,0.0,True
1,2,32,5,0.11745108935533907,1e-05,0.11745108960819375,0.11745108960819375,0.0,32,28,4,5,0.0,0.11745108960819375,0.0,0.0,0.0,0.0,True
1,2,32,6,0.11745108935533907,1e-05,0.11745108784997087,0.11745108784997087,0.0,32,28,4,5,0.0,0.11745108784997087,0.0,0.0,0.0,0.0,True
1,2,32,7,0.11745108935533907,1e-05,0.11745108846042893,0.11745108846042893,0.0,32,28,4,5,0.0,0.11745108846042893,0.0,0.0,0.0,0.0,True
1,2,64,0,0.11745108935533907,1e-05,0.11745108794279417,0.11745108794279417,0.0,64,60,4,5,0.0,0.11745108794279417,0.0,0.0,0.0,0.0,True
1,2,64,1,0.11745108935533907,1e-05,0.11745108766531483,0.11745108766531481,0.0,64,60,4,5,0.0,0.11745108766531481,0.0,0.0,0.0,0.0,True
1,2,64,2,0.11745108935533907,1e-05,0.11745108798071545,0.11745108798071545,0.0,64,60,4,5,0.0,0.11745108798071545,0.0,0.0,0.0,0.0,True
1,2,64,5,0.11745108935533907,1e-05,0.11745109001772225,0.11745109001772225,0.0,64,60,4,5,0.0,0.11745109001772225,0.0,0.0,0.0,0.0,True
1,2,64,6,0.11745108935533907,1e-05,0.117451087673539,0.117451087673539,0.0,64,60,4,5,0.0,0.11745108767353898,-1.3877787807814457e-17,0.0,0.0,0.0,True
1,2,64,7,0.11745108935533907,1e-05,0.11745108830729205,0.11745108830729205,0.0,64,60,4,5,0.0,0.11745108830729205,0.0,0.0,0.0,0.0,True
1,2,128,0,0.11745108935533907,1e-05,0.11745109021947661,0.11745109021947661,0.0,128,124,4,5,0.0,0.11745109021947661,0.0,0.0,0.0,0.0,True
1,2,128,1,0.11745108935533907,1e-05,0.11745108776563848,0.11745108776563848,0.0,128,124,4,5,0.0,0.11745108776563848,0.0,0.0,0.0,0.0,True
1,2,128,2,0.11745108935533907,1e-05,0.1174510877048648,0.1174510877048648,0.0,128,124,4,5,0.0,0.1174510877048648,0.0,0.0,0.0,0.0,True
1,2,128,3,0.11745108935533907,1e-05,0.11745108823571832,0.11745108823571832,0.0,128,124,4,5,0.0,0.11745108823571832,0.0,0.0,0.0,0.0,True
1,2,128,5,0.11745108935533907,1e-05,0.117451087681791,0.117451087681791,0.0,128,124,4,5,0.0,0.117451087681791,0.0,0.0,0.0,0.0,True
1,2,128,6,0.11745108935533907,1e-05,0.11745108812585779,0.11745108812585779,0.0,128,124,4,5,0.0,0.11745108812585779,0.0,0.0,0.0,0.0,True
1,3,16,1,0.11745108935533907,1e-05,0.11745108881441925,0.11745108881441925,0.0,16,12,4,5,0.0,0.11745108881441925,0.0,0.0,0.0,0.0,True
1,3,16,3,0.11745108935533907,1e-05,0.11745108768801085,0.11745108768801085,0.0,16,12,4,5,0.0,0.11745108768801085,0.0,0.0,0.0,0.0,True
1,3,16,4,0.11745108935533907,1e-05,0.11745108779615708,0.11745108779615708,0.0,16,12,4,5,0.0,0.11745108779615708,0.0,0.0,0.0,0.0,True
1,3,16,5,0.11745108935533907,1e-05,0.11745108767054806,0.11745108767054806,0.0,16,12,4,5,0.0,0.11745108767054806,0.0,0.0,0.0,0.0,True
1,3,16,6,0.11745108935533907,1e-05,0.11745108817803854,0.11745108817803855,0.0,16,12,4,5,0.0,0.11745108817803854,-1.3877787807814457e-17,0.0,0.0,0.0,True
1,3,16,7,0.11745108935533907,1e-05,0.11745108767064555,0.11745108767064555,0.0,16,12,4,5,0.0,0.11745108767064555,0.0,0.0,0.0,0.0,True
1,3,32,0,0.11745108935533907,1e-05,0.11745108930177985,0.11745108930177985,0.0,32,28,4,5,0.0,0.11745108930177985,0.0,0.0,0.0,0.0,True
1,3,32,1,0.11745108935533907,1e-05,0.11745109011370394,0.11745109011370394,0.0,32,28,4,5,0.0,0.11745109011370394,0.0,0.0,0.0,0.0,True
1,3,32,3,0.11745108935533907,1e-05,0.11745108803047437,0.11745108803047437,0.0,32,28,4,5,0.0,0.11745108803047437,0.0,0.0,0.0,0.0,True
1,3,32,5,0.11745108935533907,1e-05,0.1174510881459224,0.1174510881459224,0.0,32,28,4,5,0.0,0.1174510881459224,0.0,0.0,0.0,0.0,True
1,3,32,6,0.11745108935533907,1e-05,0.11745108891744917,0.11745108891744917,0.0,32,28,4,5,0.0,0.11745108891744917,0.0,0.0,0.0,0.0,True
1,3,32,7,0.11745108935533907,1e-05,0.11745108767865489,0.1174510876786549,0.0,32,28,4,5,0.0,0.11745108767865489,-1.3877787807814457e-17,0.0,0.0,0.0,True
1,3,64,0,0.11745108935533907,1e-05,0.11745108913308794,0.11745108913308794,0.0,64,60,4,5,0.0,0.11745108913308794,0.0,0.0,0.0,0.0,True
1,3,64,1,0.11745108935533907,1e-05,0.117451087918932,0.117451087918932,0.0,64,60,4,5,0.0,0.117451087918932,0.0,0.0,0.0,0.0,True
1,3,64,4,0.11745108935533907,1e-05,0.11745108877884049,0.11745108877884049,0.0,64,60,4,5,0.0,0.1174510887788405,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,3,64,5,0.11745108935533907,1e-05,0.11745108790647636,0.11745108790647636,0.0,64,60,4,5,0.0,0.11745108790647636,0.0,0.0,0.0,0.0,True
1,3,64,6,0.11745108935533907,1e-05,0.11745108778149749,0.11745108778149749,0.0,64,60,4,5,0.0,0.11745108778149749,0.0,0.0,0.0,0.0,True
1,3,64,7,0.11745108935533907,1e-05,0.11745108772216964,0.11745108772216964,0.0,64,60,4,5,0.0,0.11745108772216964,0.0,0.0,0.0,0.0,True
1,3,128,0,0.11745108935533907,1e-05,0.11745108775222463,0.11745108775222463,0.0,128,124,4,5,0.0,0.11745108775222463,0.0,0.0,0.0,0.0,True
1,3,128,1,0.11745108935533907,1e-05,0.11745108794094594,0.11745108794094594,0.0,128,124,4,5,0.0,0.11745108794094594,0.0,0.0,0.0,0.0,True
1,3,128,2,0.11745108935533907,1e-05,0.11745108794619474,0.11745108794619474,0.0,128,124,4,5,0.0,0.11745108794619474,0.0,0.0,0.0,0.0,True
1,3,128,4,0.11745108935533907,1e-05,0.11745108871126214,0.11745108871126216,0.0,128,124,4,5,0.0,0.11745108871126214,-1.3877787807814457e-17,0.0,0.0,0.0,True
1,3,128,5,0.11745108935533907,1e-05,0.11745108946596913,0.11745108946596913,0.0,128,124,4,5,0.0,0.11745108946596913,0.0,0.0,0.0,0.0,True
1,3,128,7,0.11745108935533907,1e-05,0.11745108766714232,0.11745108766714232,0.0,128,124,4,5,0.0,0.1174510876671423,-2.7755575615628914e-17,0.0,0.0,0.0,True
1,4,16,0,0.11745108935533907,1e-05,0.11745108771981323,0.11745108771981323,0.0,16,12,4,5,0.0,0.11745108771981323,0.0,0.0,0.0,0.0,True
1,4,16,1,0.11745108935533907,1e-05,0.11745108910519995,0.11745108910519995,0.0,16,12,4,5,0.0,0.11745108910519995,0.0,0.0,0.0,0.0,True
1,4,16,2,0.11745108935533907,1e-05,0.11745108903087334,0.11745108903087334,0.0,16,12,4,5,0.0,0.11745108903087334,0.0,0.0,0.0,0.0,True
1,4,16,3,0.11745108935533907,1e-05,0.117451087854347,0.117451087854347,0.0,16,12,4,5,0.0,0.117451087854347,0.0,0.0,0.0,0.0,True
1,4,16,5,0.11745108935533907,1e-05,0.11745108766485315,0.11745108766485315,0.0,16,12,4,5,0.0,0.11745108766485315,0.0,0.0,0.0,0.0,True
1,4,16,7,0.11745108935533907,1e-05,0.11745108857970174,0.11745108857970174,0.0,16,12,4,5,0.0,0.11745108857970174,0.0,0.0,0.0,0.0,True
1,4,32,0,0.11745108935533907,1e-05,0.11745108800718704,0.11745108800718704,0.0,32,28,4,5,0.0,0.11745108800718704,0.0,0.0,0.0,0.0,True
1,4,32,1,0.11745108935533907,1e-05,0.11745109020063152,0.11745109020063152,0.0,32,28,4,5,0.0,0.11745109020063152,0.0,0.0,0.0,0.0,True
1,4,32,2,0.11745108935533907,1e-05,0.11745108858567871,0.11745108858567871,0.0,32,28,4,5,0.0,0.11745108858567871,0.0,0.0,0.0,0.0,True
1,4,32,3,0.11745108935533907,1e-05,0.1174510879271478,0.1174510879271478,0.0,32,28,4,5,0.0,0.1174510879271478,0.0,0.0,0.0,0.0,True
1,4,32,6,0.11745108935533907,1e-05,0.11745108782964626,0.11745108782964626,0.0,32,28,4,5,0.0,0.11745108782964626,0.0,0.0,0.0,0.0,True
1,4,32,7,0.11745108935533907,1e-05,0.11745108809306666,0.11745108809306666,0.0,32,28,4,5,0.0,0.11745108809306666,0.0,0.0,0.0,0.0,True
1,4,64,1,0.11745108935533907,1e-05,0.11745108841141437,0.11745108841141437,0.0,64,60,4,5,0.0,0.11745108841141437,0.0,0.0,0.0,0.0,True
1,4,64,2,0.11745108935533907,1e-05,0.11745108866008436,0.11745108866008436,0.0,64,60,4,5,0.0,0.11745108866008436,0.0,0.0,0.0,0.0,True
1,4,64,3,0.11745108935533907,1e-05,0.11745108931737691,0.11745108931737691,0.0,64,60,4,5,0.0,0.11745108931737691,0.0,0.0,0.0,0.0,True
1,4,64,4,0.11745108935533907,1e-05,0.11745108769687446,0.11745108769687446,0.0,64,60,4,5,0.0,0.11745108769687446,0.0,0.0,0.0,0.0,True
1,4,64,5,0.11745108935533907,1e-05,0.11745108821211624,0.11745108821211624,0.0,64,60,4,5,0.0,0.11745108821211624,0.0,0.0,0.0,0.0,True
1,4,64,6,0.11745108935533907,1e-05,0.11745109006910187,0.11745109006910187,0.0,64,60,4,5,0.0,0.11745109006910187,0.0,0.0,0.0,0.0,True
1,4,128,1,0.11745108935533907,1e-05,0.11745108798445672,0.11745108798445675,0.0,128,124,4,5,0.0,0.11745108798445675,0.0,0.0,0.0,0.0,True
1,4,128,2,0.11745108935533907,1e-05,0.11745108773201672,0.11745108773201672,0.0,128,124,4,5,0.0,0.11745108773201672,0.0,0.0,0.0,0.0,True
1,4,128,3,0.11745108935533907,1e-05,0.11745108846433483,0.11745108846433483,0.0,128,124,4,5,0.0,0.11745108846433483,0.0,0.0,0.0,0.0,True
1,4,128,4,0.11745108935533907,1e-05,0.11745108799059881,0.11745108799059882,0.0,128,124,4,5,0.0,0.11745108799059881,-1.3877787807814457e-17,0.0,0.0,0.0,True
1,4,128,5,0.11745108935533907,1e-05,0.11745109015709301,0.11745109015709301,0.0,128,124,4,5,0.0,0.11745109015709301,0.0,0.0,0.0,0.0,True
1,4,128,6,0.11745108935533907,1e-05,0.11745108768085653,0.11745108768085652,0.0,128,124,4,5,0.0,0.11745108768085653,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,5,16,1,0.11745108935533907,1e-05,0.11745108888057322,0.11745108888057322,0.0,16,12,4,5,0.0,0.11745108888057322,0.0,0.0,0.0,0.0,True
1,5,16,2,0.11745108935533907,1e-05,0.1174510881156179,0.1174510881156179,0.0,16,12,4,5,0.0,0.1174510881156179,0.0,0.0,0.0,0.0,True
1,5,16,3,0.11745108935533907,1e-05,0.11745108769479973,0.11745108769479973,0.0,16,12,4,5,0.0,0.11745108769479973,0.0,0.0,0.0,0.0,True
1,5,16,4,0.11745108935533907,1e-05,0.1174510877185873,0.11745108771858731,0.0,16,12,4,5,0.0,0.11745108771858731,0.0,0.0,0.0,0.0,True
1,5,16,6,0.11745108935533907,1e-05,0.11745108940499165,0.11745108940499165,0.0,16,12,4,5,0.0,0.11745108940499165,0.0,0.0,0.0,0.0,True
1,5,16,7,0.11745108935533907,1e-05,0.11745108876102825,0.11745108876102825,0.0,16,12,4,5,0.0,0.11745108876102825,0.0,0.0,0.0,0.0,True
1,5,32,1,0.11745108935533907,1e-05,0.11745108872574571,0.11745108872574571,0.0,32,28,4,5,0.0,0.11745108872574571,0.0,0.0,0.0,0.0,True
1,5,32,2,0.11745108935533907,1e-05,0.11745108768204959,0.11745108768204962,0.0,32,28,4,5,0.0,0.11745108768204962,0.0,0.0,0.0,0.0,True
1,5,32,4,0.11745108935533907,1e-05,0.11745108769308797,0.11745108769308797,0.0,32,28,4,5,0.0,0.11745108769308797,0.0,0.0,0.0,0.0,True
1,5,32,5,0.11745108935533907,1e-05,0.11745108766488296,0.11745108766488296,0.0,32,28,4,5,0.0,0.11745108766488296,0.0,0.0,0.0,0.0,True
1,5,32,6,0.11745108935533907,1e-05,0.1174510878816202,0.1174510878816202,0.0,32,28,4,5,0.0,0.1174510878816202,0.0,0.0,0.0,0.0,True
1,5,32,7,0.11745108935533907,1e-05,0.11745108772297871,0.1174510877229787,0.0,32,28,4,5,0.0,0.1174510877229787,0.0,0.0,0.0,0.0,True
1,5,64,0,0.11745108935533907,1e-05,0.11745108815688049,0.11745108815688049,0.0,64,60,4,5,0.0,0.11745108815688049,0.0,0.0,0.0,0.0,True
1,5,64,1,0.11745108935533907,1e-05,0.11745108789572714,0.11745108789572714,0.0,64,60,4,5,0.0,0.11745108789572714,0.0,0.0,0.0,0.0,True
1,5,64,3,0.11745108935533907,1e-05,0.11745108864758524,0.11745108864758524,0.0,64,60,4,5,0.0,0.11745108864758524,0.0,0.0,0.0,0.0,True
1,5,64,4,0.11745108935533907,1e-05,0.1174510897494465,0.1174510897494465,0.0,64,60,4,5,0.0,0.1174510897494465,0.0,0.0,0.0,0.0,True
1,5,64,6,0.11745108935533907,1e-05,0.11745108774145718,0.11745108774145718,0.0,64,60,4,5,0.0,0.11745108774145718,0.0,0.0,0.0,0.0,True
1,5,64,7,0.11745108935533907,1e-05,0.11745108766529555,0.11745108766529555,0.0,64,60,4,5,0.0,0.11745108766529555,0.0,0.0,0.0,0.0,True
1,5,128,0,0.11745108935533907,1e-05,0.11745108781779359,0.11745108781779359,0.0,128,124,4,5,0.0,0.11745108781779359,0.0,0.0,0.0,0.0,True
1,5,128,1,0.11745108935533907,1e-05,0.11745108770157149,0.11745108770157149,0.0,128,124,4,5,0.0,0.11745108770157149,0.0,0.0,0.0,0.0,True
1,5,128,2,0.11745108935533907,1e-05,0.1174510882197435,0.1174510882197435,0.0,128,124,4,5,0.0,0.1174510882197435,0.0,0.0,0.0,0.0,True
1,5,128,3,0.11745108935533907,1e-05,0.11745108905766997,0.11745108905766997,0.0,128,124,4,5,0.0,0.11745108905766997,0.0,0.0,0.0,0.0,True
1,5,128,5,0.11745108935533907,1e-05,0.11745108771837001,0.11745108771837001,0.0,128,124,4,5,0.0,0.11745108771837001,0.0,0.0,0.0,0.0,True
1,5,128,7,0.11745108935533907,1e-05,0.1174510892056188,0.1174510892056188,0.0,128,124,4,5,0.0,0.1174510892056188,0.0,0.0,0.0,0.0,True
1,6,16,0,0.11745108935533907,1e-05,0.11745108823801276,0.11745108823801276,0.0,16,12,4,5,0.0,0.11745108823801276,0.0,0.0,0.0,0.0,True
1,6,16,1,0.11745108935533907,1e-05,0.11745108775370644,0.11745108775370644,0.0,16,12,4,5,0.0,0.11745108775370644,0.0,0.0,0.0,0.0,True
1,6,16,2,0.11745108935533907,1e-05,0.11745108863068598,0.11745108863068598,0.0,16,12,4,5,0.0,0.11745108863068598,0.0,0.0,0.0,0.0,True
1,6,16,3,0.11745108935533907,1e-05,0.11745108817586263,0.11745108817586265,0.0,16,12,4,5,0.0,0.11745108817586265,0.0,0.0,0.0,0.0,True
1,6,16,4,0.11745108935533907,1e-05,0.11745108768929749,0.11745108768929749,0.0,16,12,4,5,0.0,0.11745108768929749,0.0,0.0,0.0,0.0,True
1,6,16,5,0.11745108935533907,1e-05,0.11745108768145261,0.1174510876814526,0.0,16,12,4,5,0.0,0.11745108768145261,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,6,32,0,0.11745108935533907,1e-05,0.11745108840899438,0.11745108840899438,0.0,32,28,4,5,0.0,0.11745108840899438,0.0,0.0,0.0,0.0,True
1,6,32,2,0.11745108935533907,1e-05,0.11745108880135861,0.11745108880135861,0.0,32,28,4,5,0.0,0.11745108880135861,0.0,0.0,0.0,0.0,True
1,6,32,3,0.11745108935533907,1e-05,0.11745109169309158,0.11745109169309158,0.0,32,28,4,5,0.0,0.11745109169309158,0.0,0.0,0.0,0.0,True
1,6,32,4,0.11745108935533907,1e-05,0.1174510881573808,0.1174510881573808,0.0,32,28,4,5,0.0,0.1174510881573808,0.0,0.0,0.0,0.0,True
1,6,32,6,0.11745108935533907,1e-05,0.11745108789070226,0.11745108789070226,0.0,32,28,4,5,0.0,0.11745108789070226,0.0,0.0,0.0,0.0,True
1,6,32,7,0.11745108935533907,1e-05,0.11745108948995885,0.11745108948995885,0.0,32,28,4,5,0.0,0.11745108948995885,0.0,0.0,0.0,0.0,True
1,6,64,0,0.11745108935533907,1e-05,0.11745108823290747,0.11745108823290747,0.0,64,60,4,5,0.0,0.11745108823290747,0.0,0.0,0.0,0.0,True
1,6,64,2,0.11745108935533907,1e-05,0.11745108883897948,0.11745108883897949,0.0,64,60,4,5,0.0,0.11745108883897949,0.0,0.0,0.0,0.0,True
1,6,64,3,0.11745108935533907,1e-05,0.11745108772272707,0.11745108772272705,0.0,64,60,4,5,0.0,0.11745108772272707,1.3877787807814457e-17,1.3877787807814457e-17,0.0,0.0,True
1,6,64,4,0.11745108935533907,1e-05,0.11745108845032035,0.11745108845032035,0.0,64,60,4,5,0.0,0.11745108845032035,0.0,0.0,0.0,0.0,True
1,6,64,5,0.11745108935533907,1e-05,0.11745108766487959,0.11745108766487956,0.0,64,60,4,5,0.0,0.11745108766487956,0.0,0.0,0.0,0.0,True
1,6,64,7,0.11745108935533907,1e-05,0.11745108767331536,0.11745108767331536,0.0,64,60,4,5,0.0,0.11745108767331536,0.0,0.0,0.0,0.0,True
1,6,128,0,0.11745108935533907,1e-05,0.11745108766531345,0.11745108766531347,0.0,128,124,4,5,0.0,0.11745108766531345,-1.3877787807814457e-17,0.0,0.0,0.0,True
