dataset,input_dim,replicate,width,level_type,threshold,optimization_proxy,eligible_models,pair_index,model_left,model_right,endpoint_left,endpoint_right,sampled_path_max,certified_path_upper,certificate_width,sampled_gap,certified_gap_upper,direct_sampled_max,direct_certified_upper,direct_certificate_width,direct_certified_gap_upper,proof_node_max,proof_certified_upper,proof_certificate_width,proof_certified_gap_upper,proof_path_nodes,proof_bridge_width,proof_reference_objective,certified_below_level,unresolved_segments,trained_midpoints,path_nodes
ridge_teacher_binary,2,0,8,fixed,0.2050128103309665,0.15296980600925103,8,0,6,0,0.15297602584520195,0.15397415515500978,0.2048420537215918,0.2050093276288211,0.00016727390722928726,0.0,0.0,0.29213759708889986,0.3209661892016682,0.028828592112768336,0.1159533788707017,0.6439676996058783,0.6439676996058783,0.0,0.4389548892749118,11,4,0.155236496631678,True,0,7,18
ridge_teacher_binary,2,0,8,fixed,0.2050128103309665,0.15296980600925103,8,1,7,1,0.1530410922261437,0.15534533541304663,0.20464811851081643,0.204911646119171,0.00026352760835457456,0.0,0.0,0.229410841980002,0.2549910272019249,0.025580185221922902,0.04997821687095841,0.4231171503576858,0.4231171503576858,0.0,0.21810434002671933,11,4,0.155236496631678,True,0,2,12
ridge_teacher_binary,2,0,8,fixed,0.2050128103309665,0.15296980600925103,8,2,2,5,0.15300014073297039,0.15299013361307456,0.20501138206099304,0.20513989296031873,0.0001285108993256956,0.0,0.00012708262935223757,0.5562212361100625,0.5956780748184252,0.039456838708362696,0.39066526448745864,1.9240088795043915,1.9240088795043915,0.0,1.718996069173425,11,4,0.155236496631678,False,8,20,50
ridge_teacher_binary,2,0,8,moving,0.20991410104830924,0.15296980600925103,8,0,6,5,0.15297602584520195,0.15299013361307456,0.20991914317394353,0.20997055262026168,5.1409446318151364e-05,5.042125634291406e-06,5.645157195244277e-05,0.29521399980965934,0.32790236882477264,0.032688369015113294,0.1179882677764634,1.9240088795043915,1.9240088795043915,0.0,1.7140947784560823,11,2,0.21386053066305247,False,4,8,34
ridge_teacher_binary,2,0,8,moving,0.20991410104830924,0.15296980600925103,8,1,0,4,0.15397415515500978,0.15296980600925103,0.17324763905073903,0.18844757057542466,0.015199931524685628,0.0,0.0,0.17324763905073903,0.18844757057542466,0.015199931524685628,0.0,0.6439676996058783,0.6439676996058783,0.0,0.4340535985575691,11,2,0.21386053066305247,True,0,0,2
ridge_teacher_binary,2,0,8,moving,0.20991410104830924,0.15296980600925103,8,2,2,1,0.15300014073297039,0.15534533541304663,0.20989909582465616,0.2099274587612459,2.8362936589754195e-05,0.0,1.3357712936673538e-05,0.26682991119992827,0.2969253373886109,0.030095426188682606,0.08701123634030164,0.4231171503576858,0.4231171503576858,0.0,0.21320304930937659,11,2,0.21386053066305247,False,3,9,29
ridge_teacher_binary,2,0,16,fixed,0.2050128103309665,0.15281037038244538,8,0,0,3,0.15314538580591056,0.15283686433130886,0.204984146130331,0.20501451087908834,3.0364748757338855e-05,0.0,1.7005481218468343e-06,0.2571984284323774,0.28912266508336415,0.03192423665098676,0.08410985475239766,0.5642685634641642,0.5642685634641642,0.0,0.3592557531331977,11,4,0.155236496631678,True,0,6,24
ridge_teacher_binary,2,0,16,fixed,0.2050128103309665,0.15281037038244538,8,1,1,7,0.15289870115067317,0.15367644142616518,0.2042030289050069,0.20475855361269327,0.0005555247076863556,0.0,0.0,0.2126442053104749,0.23735488282024864,0.024710677509773737,0.03234207248928214,1.9400428928866382,1.9400428928866382,0.0,1.7350300825556717,11,4,0.155236496631678,True,0,1,9
ridge_teacher_binary,2,0,16,fixed,0.2050128103309665,0.15281037038244538,8,2,5,4,0.1528323770229842,0.15363503396439904,0.20274344038515946,0.20423035741385398,0.0014869170286945232,0.0,0.0,0.21352421171575736,0.23761774327129204,0.024093531555534675,0.03260493294032554,2.0017667162696244,2.0017667162696244,0.0,1.796753905938658,11,4,0.155236496631678,True,0,1,7
ridge_teacher_binary,2,0,16,moving,0.1581348435156316,0.15281037038244538,8,0,3,2,0.15283686433130886,0.15599464847265737,0.15814185043612214,0.1582282159028501,8.636546672796674e-05,7.00692049054874e-06,9.337238721851548e-05,0.2483338976259753,0.2748053006430928,0.02647140301711748,0.11667045712746119,0.21386053066305247,0.21386053066305247,0.0,0.05572568714742088,56,2,0.21386053066305247,False,43,25,97
ridge_teacher_binary,2,0,16,moving,0.1581348435156316,0.15281037038244538,8,1,4,1,0.15363503396439904,0.15289870115067317,0.15814295612741572,0.15837928688665434,0.00023633075923862323,8.112611784127921e-06,0.00024444337102275115,0.22067368718881805,0.24760715656084092,0.026933469372022872,0.08947231304520933,0.21386053066305247,0.21386053066305247,0.0,0.05572568714742088,56,2,0.21386053066305247,False,33,21,102
