dataset,input_dim,replicate,width,model_index,seed,objective,data_loss,l1_penalty,theta_l1,active_support,max_first_layer_norm,epochs_run,stop_reason,zero_objective
ridge_teacher_binary,2,0,8,0,22261626,0.15397415515500978,0.10173609134275391,0.05223806381225586,26.11903190612793,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,1,22261627,0.15534533541304663,0.10220860188109471,0.053136733531951905,26.568366765975952,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,2,22261628,0.15300014073297039,0.10216460425302043,0.050835536479949955,25.417768239974976,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,3,22261629,0.15509615206052527,0.10213134264280066,0.05296480941772461,26.482404708862305,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,4,22261630,0.15296980600925103,0.10233770709605829,0.05063209891319275,25.316049456596375,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,5,22261631,0.15299013361307456,0.10201292785974814,0.05097720575332642,25.488602876663208,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,6,22261632,0.15297602584520195,0.10221956374803398,0.05075646209716797,25.378231048583984,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,8,7,22261633,0.1530410922261437,0.10204332668506703,0.05099776554107666,25.49888277053833,8,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,16,0,22262434,0.15314538580591056,0.10161343986207816,0.0515319459438324,25.7659729719162,16,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,16,1,22262435,0.15289870115067317,0.10141824765946222,0.051480453491210935,25.74022674560547,16,1.0,1784,patience,0.6931471805599453
ridge_teacher_binary,2,0,16,2,22262436,0.15599464847265737,0.10582225896536368,0.050172389507293705,25.08619475364685,16,1.0,745,patience,0.6931471805599453
ridge_teacher_binary,2,0,16,3,22262437,0.15283686433130886,0.10185517225557948,0.05098169207572937,25.490846037864685,16,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,16,4,22262438,0.15363503396439904,0.10148207271027916,0.052152961254119876,26.076480627059937,16,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,16,5,22262439,0.1528323770229842,0.10186013335633531,0.05097224366664887,25.486121833324432,16,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,16,6,22262440,0.1533218362013412,0.10158882018724208,0.051733016014099124,25.86650800704956,16,1.0,1381,patience,0.6931471805599453
ridge_teacher_binary,2,0,16,7,22262441,0.15367644142616518,0.10155543398369082,0.05212100744247437,26.060503721237183,16,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,32,0,22264050,0.15283321266234684,0.10145112578929234,0.051382086873054504,25.691043436527252,32,1.0,1027,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,1,22264051,0.15395792878713355,0.10192620010223137,0.05203172868490219,26.015864342451096,28,1.0,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,32,2,22264052,0.15313689148349618,0.101319289564322,0.05181760191917419,25.908800959587097,32,1.0,1032,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,3,22264053,0.15289384421538638,0.10118117907475754,0.05171266514062882,25.856332570314407,32,1.0,1237,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,4,22264054,0.1536660121727879,0.10182665771731687,0.05183935445547104,25.91967722773552,32,1.0,1777,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,5,22264055,0.1543669779942453,0.10308658820847871,0.0512803897857666,25.6401948928833,32,1.0,553,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,6,22264056,0.1538915441578419,0.10214694563505956,0.05174459852278233,25.872299261391163,31,1.0,1460,patience,0.6931471805599453
ridge_teacher_binary,2,0,32,7,22264057,0.1554481772449961,0.10556766393456367,0.04988051331043244,24.940256655216217,32,1.0,465,patience,0.6931471805599453
ridge_teacher_binary,2,0,64,0,22267282,0.1545040387634431,0.10277164812127697,0.051732390642166136,25.86619532108307,62,1.0,329,patience,0.6931471805599453
ridge_teacher_binary,2,0,64,1,22267283,0.15357227806353774,0.10173410553837026,0.05183817252516747,25.919086262583733,64,1.0,637,patience,0.6931471805599453
ridge_teacher_binary,2,0,64,2,22267284,0.1538115330645305,0.10157594452141346,0.05223558854311705,26.117794271558523,60,1.0000000000000002,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,64,3,22267285,0.1538305063659312,0.10175208881515878,0.05207841755077243,26.039208775386214,46,1.0000000000000002,1800,max_epochs,0.6931471805599453
ridge_teacher_binary,2,0,64,4,22267286,0.1538968670564775,0.10160516597806259,0.052291701078414916,26.14585053920746,62,1.0000000000000002,1183,patience,0.6931471805599453
