dataset,input_dim,replicate,width,level_type,threshold,eligible_models,pairs,sampled_gap_max,sampled_gap_median,path_upper_max,path_upper_q90,direct_upper_max,proof_upper_max,proof_upper_q90,certificate_width_max,certified_success_rate,unresolved_segments
ridge_teacher_binary,2,0,8,fixed,0.2050128103309665,8,3,0.0,0.0,0.00012708262935223757,0.00010166610348179007,0.39066526448745864,1.718996069173425,1.4629878331937225,0.00026352760835457456,0.6666666666666666,8
ridge_teacher_binary,2,0,8,moving,0.20991410104830924,8,3,5.042125634291406e-06,0.0,5.645157195244277e-05,4.783280014928893e-05,0.1179882677764634,1.7140947784560823,1.4580865424763796,0.015199931524685628,0.3333333333333333,7
ridge_teacher_binary,2,0,16,fixed,0.2050128103309665,8,3,0.0,0.0,1.7005481218468343e-06,1.3604384974774675e-06,0.08410985475239766,1.796753905938658,1.7844091412620606,0.0014869170286945232,1.0,0
ridge_teacher_binary,2,0,16,moving,0.1581348435156316,8,3,8.112611784127921e-06,7.00692049054874e-06,0.00024444337102275115,0.00024088628328633455,0.11667045712746119,0.05572568714742088,0.05572568714742088,0.00023633075923862323,0.0,127
ridge_teacher_binary,2,0,32,fixed,0.2050128103309665,8,3,0.0,0.0,7.509174962366805e-06,6.007339969893444e-06,0.06512525014545381,0.0,0.0,0.0007038997538217628,1.0,0
ridge_teacher_binary,2,0,32,moving,0.1564933889066534,8,3,9.37422916663655e-06,9.34827417925499e-06,0.00018647482311176522,0.0001862578799131709,0.12635066191738667,0.0,0.0,0.00017712654893251023,0.0,172
ridge_teacher_binary,2,0,64,fixed,0.2050128103309665,8,3,0.0,0.0,0.0,0.0,0.06129763648292599,0.0,0.0,0.0007592417375497096,1.0,0
ridge_teacher_binary,2,0,64,moving,0.15573134508745612,8,3,9.168270811765744e-06,7.043536089212932e-06,0.00023890372050092146,0.00023721590970133267,0.09830307209318917,0.0,0.0,0.00023186018441170853,0.0,229
ridge_teacher_binary,2,0,128,fixed,0.2050128103309665,8,3,0.0,0.0,0.0,0.0,0.05951533324733718,0.0,0.0,0.0016213877103810892,1.0,0
ridge_teacher_binary,2,0,128,moving,0.1550923981590695,8,3,8.864413335168964e-06,2.9911184865893947e-06,0.0002639165402386068,0.00024823648500542085,0.09591384414043924,0.0,0.0,0.0002609254217520174,0.0,242
ridge_teacher_binary,2,1,8,fixed,0.2050128103309665,6,3,0.0,0.0,8.293934496472755e-06,7.563298514712269e-06,0.2570064460343289,1.6188345194502558,1.5708046250489254,0.0002155967336025244,1.0,0
ridge_teacher_binary,2,1,8,moving,0.20991410104830924,8,3,0.0,0.0,4.5056353229572244e-05,3.794744591738009e-05,0.04733354567803824,1.9287177030416705,1.9037100795694,0.00035823056958872446,0.6666666666666666,1
ridge_teacher_binary,2,1,16,fixed,0.2050128103309665,8,3,0.0,0.0,0.0,0.0,0.12455080879509786,1.692652118851955,1.6790410488541818,0.008384299808977452,1.0,0
ridge_teacher_binary,2,1,16,moving,0.1581348435156316,8,3,1.209339845378854e-05,3.1611576575552025e-06,0.0004244783592763368,0.00041118146283547485,0.15984658345724087,0.05572568714742088,0.05572568714742088,0.00042812295266161926,0.0,159
ridge_teacher_binary,2,1,32,fixed,0.2050128103309665,8,3,3.0880390240184408e-06,0.0,1.772503684349669e-05,1.4180029474797352e-05,0.06524880662594826,0.0,0.0,0.0003332860170656149,0.6666666666666666,4
ridge_teacher_binary,2,1,32,moving,0.1564933889066534,8,3,9.559223309130171e-05,6.201563015617584e-06,0.00046901758575521035,0.00042710717533822606,0.1675761185080438,0.0011440296477851775,0.0009152237182281421,0.00037342535266390864,0.0,200
ridge_teacher_binary,2,1,64,fixed,0.2050128103309665,8,3,0.0,0.0,0.0,0.0,0.05307831889458389,0.0,0.0,0.008319211667178195,1.0,0
ridge_teacher_binary,2,1,64,moving,0.15573134508745612,8,3,9.534110008979635e-06,8.319708409532112e-06,0.00019281612910751478,0.00018189533595116547,0.14710958166801757,0.0,0.0,0.00018328201909853514,0.0,236
ridge_teacher_binary,2,1,128,fixed,0.2050128103309665,8,3,0.0,0.0,0.0,0.0,0.03632352626634672,0.0,0.0,0.0041340816764372235,1.0,0
ridge_teacher_binary,2,1,128,moving,0.1550923981590695,8,3,8.931763764208345e-06,8.317582864347806e-06,0.00021780581485345007,0.00020922442808070097,0.13238691822289772,0.0,0.0,0.00020948823198910227,0.0,227
ridge_teacher_binary,2,2,8,fixed,0.2050128103309665,6,3,0.0,0.0,9.053288435950657e-06,9.029381060682296e-06,0.20327375486148355,1.1955176497601503,1.0372942332509962,0.0005315402510302214,1.0,0
ridge_teacher_binary,2,2,8,moving,0.20991410104830924,8,3,9.379738673681581e-06,8.0867160237863e-06,7.46873533374326e-05,6.649341090842476e-05,0.1634112584749736,1.1906163590428076,1.0383400191816967,0.0007870801848479658,0.3333333333333333,50
ridge_teacher_binary,2,2,16,fixed,0.2050128103309665,8,3,0.003935596863744784,0.0,0.007133503452557477,0.005746748647361616,0.1484917695981964,1.936191464811497,1.9310327160809686,0.0031979065888126934,0.3333333333333333,7
ridge_teacher_binary,2,2,16,moving,0.1581348435156316,7,3,6.007673952712622e-05,8.555361227124969e-06,0.00044002062703224487,0.0004267182753346088,0.17517575826887785,0.05572568714742088,0.05572568714742088,0.0004378722717943151,0.0,174
ridge_teacher_binary,2,2,32,fixed,0.2050128103309665,8,3,0.0,0.0,7.249442598195044e-06,5.799554078556036e-06,0.08239403228508677,0.0,0.0,0.00029094378532823484,1.0,0
