dataset,input_dim,replicate,width,models,objective_min,objective_median,objective_q90,active_support_median,l1_norm_median,max_first_layer_norm
ridge_teacher,1,4,16,8,0.11745108766485315,0.11745108793876005,0.11745108905317132,8.0,1.5537716262042522,1.0
ridge_teacher,1,4,32,8,0.11745108766835377,0.11745108805012686,0.11745109031141936,12.0,1.5538919307291508,1.0
ridge_teacher,1,4,64,8,0.11745108769687446,0.11745108853574937,0.1174510895428944,17.5,1.5539277619682252,1.0
ridge_teacher,1,4,128,8,0.11745108768085653,0.11745108798752776,0.11745108900133164,23.0,1.553747754311189,1.0
ridge_teacher,1,5,8,8,0.11745108768164528,0.11745108799685808,0.11745108879410032,5.5,1.5538532212376595,1.0
ridge_teacher,1,5,16,8,0.11745108766529407,0.1174510879171026,0.11745108903789875,8.5,1.5538549879565835,1.0
ridge_teacher,1,5,32,8,0.11745108766488296,0.11745108780229946,0.11745108890110424,12.5,1.5538233146071434,1.0
ridge_teacher,1,5,64,8,0.11745108766529555,0.11745108802630382,0.11745108897814362,17.5,1.5538160931318998,1.0
ridge_teacher,1,5,128,8,0.11745108770157149,0.11745108801876855,0.11745108936030117,24.0,1.5538384448736906,1.0
ridge_teacher,1,6,8,8,0.11745108769437436,0.11745108787412725,0.11745108988668762,6.0,1.5539047196507454,1.0
ridge_teacher,1,6,16,8,0.11745108768145261,0.11745108803385211,0.11745108878325734,8.5,1.5538676790893078,1.0
ridge_teacher,1,6,32,8,0.11745108770118882,0.1174510882831876,0.11745109015089866,12.0,1.5537783647887409,1.0
ridge_teacher,1,6,64,8,0.11745108766487959,0.11745108797781727,0.11745108880464428,16.0,1.5538379517383873,1.0
ridge_teacher,1,6,128,8,0.11745108766531345,0.11745108804042774,0.1174510889180451,24.0,1.5538664562627673,1.0
ridge_teacher,1,7,8,8,0.11745108766557519,0.11745108790116117,0.11745108891971465,6.5,1.553838573396206,1.0
ridge_teacher,1,7,16,8,0.11745108769099441,0.1174510879230998,0.11745108870237797,8.0,1.5538928769528866,1.0
ridge_teacher,1,7,32,8,0.11745108766774166,0.11745108779291479,0.1174510883937231,10.5,1.5537787470966578,1.0
ridge_teacher,1,7,64,8,0.1174510876719003,0.1174510879246504,0.11745108881593344,17.5,1.5538471965119243,1.0
ridge_teacher,1,7,128,8,0.11745108768421052,0.11745108836427187,0.11745109029086663,23.0,1.553841867018491,1.0
ridge_teacher,1,8,8,8,0.11745108766488066,0.11745108779231841,0.11745108899973229,6.0,1.553838134277612,1.0
ridge_teacher,1,8,16,8,0.11745108766486212,0.11745108799689258,0.11745108868028281,8.0,1.553785640746355,1.0
ridge_teacher,1,8,32,8,0.11745108774104464,0.11745108828078923,0.11745108972525951,11.5,1.5537602538242936,1.0
ridge_teacher,1,8,64,8,0.11745108766614343,0.11745108770484981,0.1174510887255251,16.5,1.5538405519910157,1.0
ridge_teacher,1,8,128,8,0.1174510876699928,0.11745108795095674,0.11745108842625852,26.0,1.5538148116320372,1.0
ridge_teacher,1,9,8,8,0.1174510876648723,0.11745108802492066,0.11745108980865301,6.5,1.5537672378122807,1.0
ridge_teacher,1,9,16,8,0.11745108776326965,0.11745108834630563,0.1174510897695728,6.5,1.553778387606144,1.0
ridge_teacher,1,9,32,8,0.11745108767930862,0.11745108780825074,0.11745108809645825,13.0,1.5538077098317444,1.0
ridge_teacher,1,9,64,8,0.11745108766483539,0.11745108771826276,0.1174510885976812,16.0,1.5538384830579162,1.0
ridge_teacher,1,9,128,8,0.11745108768290653,0.11745108784852051,0.1174510889061579,23.0,1.55384226818569,1.0
