dataset,input_dim,replicate,width,models,objective_min,objective_median,objective_q90,active_support_median,l1_norm_median,max_first_layer_norm
ridge_teacher,1,0,8,8,0.11745108767036286,0.11745108820535247,0.11745108935048292,5.5,1.5538094751536846,1.0
ridge_teacher,1,0,16,8,0.11745108770255612,0.11745108798290943,0.11745109054190396,8.0,1.5538183227181435,1.0
ridge_teacher,1,0,32,8,0.11745108766602436,0.11745108785989514,0.11745108819511507,12.0,1.5537957306951284,1.0
ridge_teacher,1,0,64,8,0.11745108767701513,0.11745108777650831,0.11745108971175935,18.0,1.553857231978327,1.0
ridge_teacher,1,0,128,8,0.11745108766563117,0.11745108781212005,0.11745108842467726,24.0,1.5538455313071609,1.0
ridge_teacher,1,1,8,8,0.11745108766496444,0.1174510879573336,0.11745108868695568,6.0,1.5538997426629066,1.0
ridge_teacher,1,1,16,8,0.1174510876701453,0.11745108780079574,0.11745108793523508,8.0,1.5537977367639542,1.0
ridge_teacher,1,1,32,8,0.1174510876705502,0.11745108777056212,0.11745108823434687,11.0,1.553851024247706,1.0
ridge_teacher,1,1,64,8,0.11745108767269735,0.11745108820066961,0.1174510897797632,16.0,1.5538380658254027,1.0
ridge_teacher,1,1,128,8,0.11745108767927182,0.11745108778019422,0.11745108872541832,24.0,1.5538525530137122,1.0
ridge_teacher,1,2,8,8,0.11745108779509503,0.1174510880225533,0.12209276546124645,5.5,1.5538274496793747,1.0
ridge_teacher,1,2,16,8,0.1174510876648355,0.11745108813174321,0.11745108868156508,8.5,1.5537731759250164,1.0
ridge_teacher,1,2,32,8,0.11745108775350828,0.11745108815519989,0.1174510899415172,11.5,1.5539111141115427,1.0
ridge_teacher,1,2,64,8,0.11745108766531483,0.11745108789888956,0.1174510888204211,16.5,1.5538512403145432,1.0
ridge_teacher,1,2,128,8,0.117451087681791,0.11745108797500639,0.11745108972420058,25.5,1.5538071640767157,1.0
ridge_teacher,1,3,8,8,0.11745108770849286,0.11745108813105275,0.11745108846902111,6.0,1.5537884086370468,1.0
ridge_teacher,1,3,16,8,0.11745108767054806,0.1174510877534681,0.11745108836895275,9.0,1.5538324117660522,1.0
ridge_teacher,1,3,32,8,0.11745108766488523,0.11745108808819837,0.11745108954535707,12.0,1.55379325337708,1.0
ridge_teacher,1,3,64,8,0.11745108766499728,0.11745108791270417,0.11745108888511473,17.0,1.5538068749010563,1.0
ridge_teacher,1,3,128,8,0.11745108766714232,0.11745108794357034,0.11745108910048209,24.0,1.5538554470986128,1.0
ridge_teacher,1,4,8,8,0.1174510876648598,0.11745108780989469,0.11745108867426728,5.0,1.5538151189684868,1.0
